CRUISEJOIN,HAULJOIN,REGION,VESSEL,CRUISE,HAUL,HAUL_TYPE,PERFORMANCE,START_TIME,DURATION,DISTANCE_FISHED,NET_WIDTH,NET_MEASURED,NET_HEIGHT,STRATUM,START_LATITUDE,END_LATITUDE,START_LONGITUDE,END_LONGITUDE,STATIONID,GEAR_DEPTH,BOTTOM_DEPTH,BOTTOM_TYPE,SURFACE_TEMPERATURE,GEAR_TEMPERATURE,WIRE_LENGTH,GEAR,ACCESSORIES,SUBSAMPLE,AUDITJOIN,YEAR
1414142,11366,BS,60,198502,251,3,0.00,9/24/1985 7:00:00 PM,0.5000,2.852,8.009,N,[NULL],[NULL],64.33333,64.33333,-164.57700,-164.51700,[NULL],13,13,0,6.6,7.9,46,39,15,1,11529,1985
1414142,11397,BS,60,198502,282,3,0.00,9/30/1985 10:00:00 AM,0.5000,2.852,8.009,N,[NULL],[NULL],63.50650,63.48783,-164.95033,-164.99050,[NULL],5,5,0,6.4,6.7,46,39,15,1,11651,1985
1414142,11384,BS,60,198502,269,3,0.00,9/27/1985 3:00:00 PM,0.5000,2.722,10.433,N,[NULL],[NULL],63.84250,63.81967,-162.37317,-162.35183,[NULL],13,13,0,6.4,6.5,60,39,15,1,11547,1985
1414142,11329,BS,60,198502,214,3,0.00,9/17/1985 11:00:00 AM,0.5000,2.778,12.842,N,[NULL],[NULL],64.17933,64.15483,-165.36033,-165.34533,[NULL],15,15,0,7.7,7.7,86,39,15,1,11402,1985
1414142,11381,BS,60,198502,266,3,0.00,9/27/1985 10:00:00 AM,0.4500,2.167,13.147,N,[NULL],[NULL],64.34400,64.32500,-162.26150,-162.27767,[NULL],16,16,0,6.5,6.8,91,39,15,1,11544,1985
1414142,11338,BS,60,198502,223,3,0.00,9/20/1985 8:00:00 AM,0.5000,2.556,13.147,N,[NULL],[NULL],64.00433,63.98317,-166.53233,-166.50867,[NULL],27,27,0,6.6,6.5,91,39,15,2,11411,1985
1414142,11370,BS,60,198502,255,3,0.00,9/25/1985 1:00:00 PM,0.5000,2.611,13.147,N,[NULL],[NULL],64.33417,64.34000,-163.82550,-163.76900,[NULL],15,15,0,6.5,8.0,91,39,15,2,11533,1985
1414142,11373,BS,60,198502,258,3,0.00,9/25/1985 7:00:00 PM,0.5000,2.611,13.147,N,[NULL],[NULL],64.16733,64.16733,-163.39750,-163.45450,[NULL],16,16,0,6.5,5.6,91,39,15,1,11536,1985
1414142,11379,BS,60,198502,264,3,0.00,9/26/1985 7:00:00 PM,0.5000,2.630,13.147,N,[NULL],[NULL],64.00033,64.00217,-163.10550,-163.05250,[NULL],16,16,0,6.1,7.1,91,39,15,1,11542,1985
1414142,11372,BS,60,198502,257,3,0.00,9/25/1985 5:00:00 PM,0.5000,2.648,13.147,N,[NULL],[NULL],64.16833,64.16283,-163.04850,-162.99317,[NULL],22,22,0,6.5,5.4,91,39,15,2,11535,1985
1414142,11378,BS,60,198502,263,3,0.00,9/26/1985 5:00:00 PM,0.5000,2.648,13.147,N,[NULL],[NULL],64.00500,63.99517,-163.47167,-163.42117,[NULL],16,16,0,6.5,7.1,91,39,15,1,11541,1985
1414142,11390,BS,60,198502,275,3,0.00,9/29/1985 8:00:00 AM,0.5000,2.667,13.147,N,[NULL],[NULL],63.83450,63.83200,-163.44717,-163.50500,[NULL],15,15,0,6.6,7.0,91,39,15,1,11644,1985
1414142,11400,BS,60,198502,285,3,0.00,9/30/1985 4:00:00 PM,0.5000,2.667,13.147,N,[NULL],[NULL],63.17250,63.14900,-165.69867,-165.71500,[NULL],18,18,0,6.3,6.8,91,39,15,1,11654,1985
1414142,11401,BS,60,198502,286,3,0.00,9/30/1985 6:00:00 PM,0.5000,2.667,13.147,N,[NULL],[NULL],63.01117,62.98717,-165.70117,-165.68417,[NULL],16,16,0,[NULL],[NULL],91,39,15,1,11655,1985
1414142,11374,BS,60,198502,259,3,0.00,9/26/1985 8:00:00 AM,0.5000,2.685,13.147,N,[NULL],[NULL],64.16733,64.16617,-163.82533,-163.76817,[NULL],18,18,0,6.7,7.4,91,39,15,1,11537,1985
1414142,11375,BS,60,198502,260,3,0.00,9/26/1985 10:00:00 AM,0.5000,2.685,13.147,N,[NULL],[NULL],64.16417,64.17183,-164.19650,-164.25067,[NULL],16,16,0,6.7,7.5,91,39,15,1,11538,1985
1414142,11343,BS,60,198502,228,3,0.00,9/20/1985 5:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],63.50800,63.48317,-166.46417,-166.46550,[NULL],24,24,0,[NULL],9.0,91,39,15,2,11416,1985
1414142,11344,BS,60,198502,229,3,0.00,9/20/1985 7:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],63.34283,63.31817,-166.44717,-166.45083,[NULL],22,22,0,6.5,6.4,91,39,15,2,11417,1985
1414142,11354,BS,60,198502,239,3,0.00,9/22/1985 3:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],64.16417,64.18050,-166.17950,-166.13533,[NULL],20,20,0,6.3,7.6,91,39,15,1,11427,1985
1414142,11357,BS,60,198502,242,3,0.00,9/23/1985 6:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],63.49833,63.49783,-165.69500,-165.75100,[NULL],20,20,0,7.1,7.1,91,39,15,1,11520,1985
1414142,11377,BS,60,198502,262,3,0.00,9/26/1985 2:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],64.00233,64.01417,-163.86133,-163.81183,[NULL],16,16,0,6.5,8.0,91,39,15,1,11540,1985
1414142,11398,BS,60,198502,283,3,0.00,9/30/1985 1:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],63.33883,63.31817,-165.32450,-165.35533,[NULL],15,15,0,6.3,7.3,91,39,15,1,11652,1985
1414142,11399,BS,60,198502,284,3,0.00,9/30/1985 2:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],63.32967,63.33550,-165.68000,-165.73483,[NULL],20,20,0,6.2,7.0,91,39,15,1,11653,1985
1414142,11404,BS,60,198502,289,3,0.00,10/1/1985 8:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],64.50800,64.48400,-166.96767,-166.98300,[NULL],26,26,0,[NULL],[NULL],91,39,15,1,11658,1985
1414142,11334,BS,60,198502,219,3,0.00,9/19/1985 12:00:00 PM,0.5000,2.704,13.147,N,[NULL],[NULL],64.34500,64.32183,-166.55100,-166.52900,[NULL],24,24,0,7.2,8.0,91,39,15,1,11407,1985
1414142,11355,BS,60,198502,240,3,0.00,9/22/1985 6:00:00 PM,0.5000,2.722,13.147,N,[NULL],[NULL],64.49867,64.49833,-166.54700,-166.60400,[NULL],22,22,0,6.1,7.7,91,39,15,1,11428,1985
1414142,11331,BS,60,198502,216,3,0.00,9/17/1985 3:00:00 PM,0.5000,2.722,13.147,N,[NULL],[NULL],64.32100,64.34467,-165.75717,-165.73867,[NULL],18,18,0,7.3,8.2,91,39,15,1,11404,1985
1414142,11342,BS,60,198502,227,3,0.00,9/20/1985 3:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],63.65417,63.67867,-166.47750,-166.48850,[NULL],26,26,0,5.8,3.9,91,39,15,2,11415,1985
1414142,11349,BS,60,198502,234,3,0.00,9/21/1985 2:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],63.65667,63.68100,-166.09667,-166.10017,[NULL],24,24,0,7.0,6.9,91,39,15,2,11422,1985
1414142,11383,BS,60,198502,268,3,0.00,9/27/1985 2:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],64.01033,63.98600,-162.35067,-162.33900,[NULL],15,15,0,6.8,5.8,91,39,15,1,11546,1985
1414142,11403,BS,60,198502,288,3,0.00,10/1/1985 6:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],64.66567,64.64083,-166.58217,-166.59050,[NULL],15,15,0,6.0,7.5,91,39,15,1,11657,1985
1414142,11326,BS,60,198502,211,3,0.00,9/16/1985 3:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],64.34500,64.32050,-165.35967,-165.34467,[NULL],22,22,0,7.4,8.0,91,39,15,1,11399,1985
1414142,11332,BS,60,198502,217,3,0.00,9/17/1985 5:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],64.32083,64.34567,-166.17517,-166.16483,[NULL],22,22,0,7.5,8.3,91,39,15,1,11405,1985
1414142,11336,BS,60,198502,221,3,0.00,9/19/1985 4:00:00 PM,0.5000,2.741,13.147,N,[NULL],[NULL],64.17167,64.14850,-166.92783,-166.90867,[NULL],29,29,0,7.0,7.7,91,39,15,2,11409,1985
1414142,11339,BS,60,198502,224,3,0.00,9/20/1985 10:00:00 AM,0.5000,2.741,13.147,N,[NULL],[NULL],63.99183,64.01200,-166.90867,-166.94133,[NULL],31,31,0,6.0,5.0,91,39,15,1,11412,1985
1414142,11340,BS,60,198502,225,3,0.00,9/20/1985 12:00:00 PM,0.5000,2.759,13.147,N,[NULL],[NULL],63.84083,63.81583,-166.89317,-166.89950,[NULL],29,29,0,5.7,2.0,91,39,15,2,11413,1985
1414142,11345,BS,60,198502,230,3,0.00,9/21/1985 7:00:00 AM,0.5000,2.759,13.147,N,[NULL],[NULL],63.16000,63.17383,-166.39683,-166.44283,[NULL],20,20,0,6.4,6.4,91,39,15,1,11418,1985
1414142,11353,BS,60,198502,238,3,0.00,9/22/1985 12:00:00 PM,0.5000,2.759,13.147,N,[NULL],[NULL],64.00050,64.00200,-166.12100,-166.17900,[NULL],20,20,0,6.3,7.6,91,39,15,2,11426,1985
1414142,11360,BS,60,198502,245,3,0.00,9/24/1985 10:00:00 AM,0.5000,2.759,13.147,N,[NULL],[NULL],63.82233,63.84517,-165.35150,-165.33017,[NULL],15,15,0,5.9,7.2,91,39,15,1,11523,1985
1414142,11382,BS,60,198502,267,3,0.00,9/27/1985 12:00:00 PM,0.5000,2.759,13.147,N,[NULL],[NULL],64.17900,64.15800,-162.28867,-162.31933,[NULL],15,15,0,6.8,6.8,91,39,15,1,11545,1985
1414142,11386,BS,60,198502,271,3,0.00,9/28/1985 9:00:00 AM,0.5000,2.759,13.147,N,[NULL],[NULL],64.17483,64.15017,-161.51150,-161.51650,[NULL],15,15,0,6.5,6.7,91,39,15,2,11549,1985
1414142,11337,BS,60,198502,222,3,0.00,9/19/1985 6:00:00 PM,0.5000,2.759,13.147,N,[NULL],[NULL],64.17167,64.15083,-166.54250,-166.51050,[NULL],26,26,0,7.0,7.0,91,39,15,2,11410,1985
1414142,11341,BS,60,198502,226,3,0.00,9/20/1985 1:00:00 PM,0.5000,2.778,13.147,N,[NULL],[NULL],63.84250,63.81800,-166.50667,-166.49217,[NULL],27,27,0,6.2,3.5,91,39,15,1,11414,1985
1414142,11346,BS,60,198502,231,3,0.00,9/21/1985 10:00:00 AM,0.5000,2.778,13.147,N,[NULL],[NULL],63.15750,63.17967,-166.05733,-166.08533,[NULL],20,20,0,6.8,6.8,91,39,15,1,11419,1985
1414142,11352,BS,60,198502,237,3,0.00,9/22/1985 11:00:00 AM,0.5000,2.778,13.147,N,[NULL],[NULL],63.99933,63.99967,-165.76217,-165.71000,[NULL],18,18,0,6.3,7.7,91,39,15,1,11425,1985
1414142,11394,BS,60,198502,279,3,0.00,9/29/1985 3:00:00 PM,0.5000,2.778,13.147,N,[NULL],[NULL],63.83633,63.83083,-164.95983,-165.01750,[NULL],15,15,0,7.0,7.0,91,39,15,1,11648,1985
1414142,11351,BS,60,198502,236,3,0.00,9/22/1985 9:00:00 AM,0.5000,2.797,13.147,N,[NULL],[NULL],63.82083,63.83717,-165.73850,-165.78183,[NULL],18,18,0,6.3,7.1,91,39,15,1,11424,1985
1414142,11388,BS,60,198502,273,3,0.00,9/28/1985 12:00:00 PM,0.5000,2.797,13.147,N,[NULL],[NULL],63.84200,63.82583,-161.57933,-161.53667,[NULL],13,13,0,6.7,5.2,91,39,15,2,11642,1985
1414142,11327,BS,60,198502,212,3,0.00,9/16/1985 5:00:00 PM,0.5000,2.797,13.147,N,[NULL],[NULL],64.33183,64.33933,-164.98917,-164.93433,[NULL],31,31,0,7.3,8.1,91,39,15,2,11400,1985
1414142,11348,BS,60,198502,233,3,0.00,9/21/1985 1:00:00 PM,0.5000,2.815,13.147,N,[NULL],[NULL],63.49817,63.52333,-166.08800,-166.08850,[NULL],22,22,0,6.9,6.8,91,39,15,2,11421,1985
1414142,11350,BS,60,198502,235,3,0.00,9/21/1985 4:00:00 PM,0.5000,2.815,13.147,N,[NULL],[NULL],63.84500,63.82100,-166.12167,-166.09883,[NULL],24,24,0,7.0,6.8,91,39,15,1,11423,1985
1414142,11395,BS,60,198502,280,3,0.00,9/29/1985 6:00:00 PM,0.5000,2.815,13.147,N,[NULL],[NULL],63.67617,63.66183,-164.95683,-165.00483,[NULL],15,15,0,6.3,6.7,91,39,15,1,11649,1985
1414142,11330,BS,60,198502,215,3,0.00,9/17/1985 1:00:00 PM,0.5000,2.815,13.147,N,[NULL],[NULL],64.17900,64.15333,-165.74767,-165.75600,[NULL],16,16,0,7.4,7.5,91,39,15,1,11403,1985
1414142,11347,BS,60,198502,232,3,0.00,9/21/1985 11:00:00 AM,0.5000,2.852,13.147,N,[NULL],[NULL],63.32533,63.34900,-166.06100,-166.08067,[NULL],20,20,0,7.0,7.2,91,39,15,2,11420,1985
1414142,11376,BS,60,198502,261,3,0.00,9/26/1985 12:00:00 PM,0.5000,2.871,13.147,N,[NULL],[NULL],64.01033,63.98467,-164.22033,-164.21217,[NULL],15,15,0,7.2,7.8,91,39,15,1,11539,1985
1414142,11335,BS,60,198502,220,3,0.00,9/19/1985 2:00:00 PM,0.5000,2.871,13.147,N,[NULL],[NULL],64.32383,64.34000,-166.91000,-166.95367,[NULL],27,27,0,6.7,6.9,91,39,15,2,11408,1985
1414142,11356,BS,60,198502,241,3,0.00,9/23/1985 4:00:00 PM,0.5000,2.889,13.147,N,[NULL],[NULL],63.66783,63.66300,-165.73767,-165.67883,[NULL],20,20,0,6.6,6.8,91,39,15,2,11429,1985
1414142,11371,BS,60,198502,256,3,0.00,9/25/1985 3:00:00 PM,0.5000,2.889,13.147,N,[NULL],[NULL],64.34267,64.31717,-163.40100,-163.41233,[NULL],16,16,0,6.7,7.5,91,39,15,2,11534,1985
1414142,11358,BS,60,198502,243,3,0.00,9/23/1985 7:00:00 PM,0.5000,2.926,13.147,N,[NULL],[NULL],63.51433,63.50950,-165.33583,-165.27983,[NULL],15,15,0,7.0,7.2,91,39,15,1,11521,1985
1414142,11387,BS,60,198502,272,3,0.00,9/28/1985 11:00:00 AM,0.5000,2.945,13.147,N,[NULL],[NULL],64.00683,63.98767,-161.53233,-161.57250,[NULL],15,15,0,6.7,6.8,91,39,15,1,11550,1985
1414142,11389,BS,60,198502,274,3,0.00,9/28/1985 5:00:00 PM,0.5000,2.963,13.147,N,[NULL],[NULL],63.83367,63.83450,-163.10150,-163.15800,[NULL],15,15,0,6.8,7.0,91,39,15,2,11643,1985
1414142,11391,BS,60,198502,276,3,0.00,9/29/1985 10:00:00 AM,0.5000,2.963,13.147,N,[NULL],[NULL],63.83333,63.83233,-163.86767,-163.80950,[NULL],15,15,0,6.8,7.6,91,39,15,1,11645,1985
1414142,11369,BS,60,198502,254,3,0.00,9/25/1985 11:00:00 AM,0.5000,3.000,13.147,N,[NULL],[NULL],64.48367,64.48083,-163.79483,-163.73683,[NULL],13,13,0,6.2,7.8,91,39,15,1,11532,1985
1414142,11392,BS,60,198502,277,3,0.00,9/29/1985 12:00:00 PM,0.5000,3.167,13.147,N,[NULL],[NULL],63.83533,63.83533,-164.20933,-164.27333,[NULL],15,15,0,7.0,7.5,91,39,15,1,11646,1985
1414142,11393,BS,60,198502,278,3,0.00,9/29/1985 1:00:00 PM,0.6500,3.704,13.147,N,[NULL],[NULL],63.83667,63.83567,-164.59483,-164.67200,[NULL],13,13,0,7.0,7.5,91,39,15,1,11647,1985
1414142,11410,BS,60,198502,295,3,0.00,10/4/1985 8:00:00 AM,0.5000,2.630,14.911,N,[NULL],[NULL],62.34017,62.31883,-170.29367,-170.26967,[NULL],37,37,0,4.1,0.9,137,39,15,1,11664,1985
1414142,11409,BS,60,198502,294,3,0.00,10/3/1985 5:00:00 PM,0.5000,2.704,14.911,N,[NULL],[NULL],62.98350,62.97767,-170.37000,-170.31667,[NULL],37,37,0,[NULL],[NULL],137,39,15,1,11663,1985
1414142,11418,BS,60,198502,303,3,0.00,10/6/1985 6:00:00 PM,0.5000,2.741,14.911,N,[NULL],[NULL],61.00867,60.98383,-170.10333,-170.11450,[NULL],46,46,0,5.6,3.0,137,39,15,1,11672,1985
1414142,11411,BS,60,198502,296,3,0.00,10/4/1985 1:00:00 PM,0.5000,2.759,14.911,N,[NULL],[NULL],62.34283,62.31833,-171.78250,-171.79350,[NULL],46,46,0,3.9,-0.7,137,39,15,1,11665,1985
1414142,11417,BS,60,198502,302,3,0.00,10/6/1985 1:00:00 PM,0.5000,2.722,15.788,N,[NULL],[NULL],61.67400,61.65583,-170.18967,-170.15300,[NULL],44,44,0,5.0,1.5,183,39,15,1,11671,1985
1414142,11416,BS,60,198502,301,3,0.00,10/6/1985 8:00:00 AM,0.5000,2.759,15.788,N,[NULL],[NULL],61.67217,61.65950,-171.57183,-171.52617,[NULL],53,53,0,4.9,-0.7,183,39,15,1,11670,1985
1414142,11406,BS,60,198502,291,3,0.00,10/2/1985 5:00:00 PM,0.5000,2.778,15.788,N,[NULL],[NULL],63.66817,63.65417,-172.70133,-172.74867,[NULL],53,53,0,3.5,0.5,183,39,15,1,11660,1985
1414142,11413,BS,60,198502,298,3,0.00,10/5/1985 8:00:00 AM,0.5000,2.722,16.313,N,[NULL],[NULL],62.34383,62.31900,-174.56883,-174.57550,[NULL],68,68,0,4.3,-0.8,229,39,15,1,11667,1985
1414142,11408,BS,60,198502,293,3,0.00,10/3/1985 1:00:00 PM,0.5000,2.741,16.313,N,[NULL],[NULL],63.00050,63.00717,-171.79567,-171.74233,[NULL],51,51,0,[NULL],[NULL],229,39,15,1,11662,1985
1414142,11412,BS,60,198502,297,3,0.00,10/4/1985 5:00:00 PM,0.5000,2.759,16.313,N,[NULL],[NULL],62.33150,62.33900,-173.14050,-173.19167,[NULL],57,57,0,4.3,-1.2,229,39,15,1,11666,1985
1414142,11407,BS,60,198502,292,3,6.00,10/3/1985 8:00:00 AM,0.3700,0.722,16.313,N,[NULL],[NULL],63.00167,63.00283,-173.22683,-173.24267,[NULL],68,68,0,3.7,-1.6,229,39,15,1,11661,1985
152,10341,BS,37,199101,72,3,0.00,7/6/1991 10:00:00 AM,0.5000,2.797,15.890,Y,3.170,[NULL],60.98017,60.98300,-167.29983,-167.35133,[NULL],20,20,0,12.8,7.9,137,44,15,1,9300,1991
152,10340,BS,37,199101,71,3,0.00,7/6/1991 7:00:00 AM,0.5000,2.815,16.030,Y,3.120,[NULL],60.64850,60.66483,-166.64550,-166.68500,[NULL],18,18,0,8.8,8.4,137,44,15,1,9299,1991
152,10371,BS,37,199101,102,3,0.00,7/14/1991 6:00:00 PM,0.8300,1.889,16.661,N,[NULL],[NULL],60.66300,60.67983,-169.43600,-169.43100,[NULL],40,40,0,9.8,1.7,183,44,15,1,9419,1991
152,10372,BS,37,199101,103,3,0.00,7/15/1991 6:00:00 AM,0.5000,2.908,16.661,N,[NULL],[NULL],60.98633,60.99283,-170.09033,-170.14250,[NULL],46,46,0,9.7,-0.6,183,44,15,2,9420,1991
152,10423,BS,37,199101,154,3,0.00,7/27/1991 4:00:00 PM,0.5000,2.741,17.370,Y,3.060,[NULL],61.98733,62.00783,-172.34717,-172.31800,[NULL],53,53,0,9.8,-1.3,229,44,15,1,9654,1991
152,10373,BS,37,199101,104,3,0.00,7/15/1991 9:00:00 AM,0.2500,1.370,17.401,N,[NULL],[NULL],60.67417,60.66183,-170.74000,-170.74233,[NULL],57,57,0,9.3,0.0,229,44,15,1,9421,1991
152,10426,BS,37,199101,157,3,0.00,7/28/1991 2:00:00 PM,0.5000,2.704,17.401,N,[NULL],[NULL],63.00400,62.98083,-173.21533,-173.23083,[NULL],68,68,0,9.4,-1.6,229,44,15,1,9657,1991
152,10424,BS,37,199101,155,3,0.00,7/28/1991 6:00:00 AM,0.5000,2.759,17.401,N,[NULL],[NULL],62.65383,62.67833,-172.41967,-172.41383,[NULL],51,51,0,9.9,-1.1,229,44,15,1,9655,1991
152,10425,BS,37,199101,156,3,0.00,7/28/1991 11:00:00 AM,0.5000,2.797,17.520,Y,2.940,[NULL],63.31917,63.34383,-172.60083,-172.59017,[NULL],62,62,0,9.6,-1.6,229,44,15,1,9656,1991
152,10422,BS,37,199101,153,3,0.00,7/27/1991 11:00:00 AM,0.5000,2.759,18.630,Y,[NULL],[NULL],61.32383,61.33467,-172.19350,-172.14733,[NULL],62,62,0,9.1,-1.3,229,44,15,1,9653,1991
1414141,12424,BS,78,199102,261,3,0.00,8/30/1991 12:00:00 PM,0.5000,2.834,11.280,Y,1.730,[NULL],63.98817,63.97617,-164.26783,-164.31917,[NULL],16,16,0,12.1,10.9,91,44,15,1,11840,1991
1414141,12413,BS,78,199102,250,3,0.00,8/29/1991 8:00:00 AM,0.5000,3.334,11.390,Y,[NULL],[NULL],64.49967,64.48833,-164.21217,-164.27650,[NULL],24,24,0,12.1,7.1,91,44,15,2,11829,1991
1414141,12383,BS,78,199102,220,3,0.00,8/23/1991 11:00:00 AM,0.5000,2.630,11.480,Y,3.830,[NULL],64.49850,64.50367,-166.91600,-166.86250,[NULL],27,27,0,12.0,3.6,137,44,15,1,11709,1991
1414141,12410,BS,78,199102,247,3,0.00,8/28/1991 4:00:00 PM,0.5000,2.815,11.740,Y,[NULL],[NULL],64.17100,64.19617,-164.92150,-164.91767,[NULL],16,16,0,11.5,7.1,137,44,15,1,11826,1991
1414141,12412,BS,78,199102,249,3,0.00,8/28/1991 7:00:00 PM,0.5000,3.167,11.800,Y,[NULL],[NULL],64.40117,64.37283,-164.62017,-164.61933,[NULL],33,33,0,12.2,6.4,137,44,15,2,11828,1991
1414141,12418,BS,78,199102,255,3,0.00,8/29/1991 5:00:00 PM,0.5000,2.889,12.228,N,[NULL],[NULL],64.32967,64.30383,-163.84933,-163.84133,[NULL],15,15,0,13.0,9.5,91,44,15,1,11834,1991
1414141,12415,BS,78,199102,252,3,0.00,8/29/1991 11:00:00 AM,0.5000,2.722,12.295,N,[NULL],[NULL],64.17433,64.15517,-164.54950,-164.51550,[NULL],16,16,0,11.9,[NULL],91,44,15,1,11831,1991
1414141,12423,BS,78,199102,260,3,0.00,8/30/1991 11:00:00 AM,0.5000,2.982,12.295,N,[NULL],[NULL],63.99317,63.99767,-163.77983,-163.84017,[NULL],16,16,0,12.8,11.3,91,44,15,1,11839,1991
1414141,12400,BS,78,199102,237,3,0.00,8/26/1991 5:00:00 PM,0.3300,1.722,12.430,N,[NULL],[NULL],64.49567,64.49817,-165.55267,-165.51733,[NULL],18,18,0,12.4,8.2,91,44,15,1,11726,1991
1414141,12404,BS,78,199102,241,3,0.00,8/27/1991 8:00:00 PM,0.5000,2.630,12.430,N,[NULL],[NULL],63.82767,63.80417,-165.29867,-165.29650,[NULL],18,18,0,12.0,7.5,137,44,15,1,11730,1991
1414141,12403,BS,78,199102,240,3,0.00,8/27/1991 7:00:00 PM,0.5000,2.722,12.430,N,[NULL],[NULL],63.97617,63.95233,-165.33433,-165.32267,[NULL],18,18,0,12.5,6.8,137,44,15,2,11729,1991
1414141,12402,BS,78,199102,239,3,0.00,8/27/1991 5:00:00 PM,0.5000,2.834,12.430,N,[NULL],[NULL],64.17350,64.14817,-165.37100,-165.36717,[NULL],18,18,0,10.2,6.7,137,44,15,1,11728,1991
1414141,12405,BS,78,199102,242,3,0.00,8/28/1991 8:00:00 AM,0.5000,2.982,12.430,N,[NULL],[NULL],63.64967,63.62333,-165.22633,-165.23800,[NULL],18,18,0,11.9,5.5,137,44,15,1,11731,1991
1414141,12422,BS,78,199102,259,3,0.00,8/30/1991 9:00:00 AM,0.5000,3.334,12.430,N,[NULL],[NULL],63.99850,64.00500,-163.43833,-163.50467,[NULL],18,18,0,12.3,9.7,137,44,15,2,11838,1991
1414141,12416,BS,78,199102,253,3,0.00,8/29/1991 1:00:00 PM,0.5000,2.926,12.565,N,[NULL],[NULL],64.16217,64.17517,-164.19467,-164.14250,[NULL],20,20,0,12.0,10.1,91,44,15,1,11832,1991
1414141,12397,BS,78,199102,234,3,0.00,8/26/1991 12:00:00 PM,0.5000,2.963,12.565,N,[NULL],[NULL],64.02350,64.04933,-165.70233,-165.71683,[NULL],20,20,0,10.0,3.7,137,44,15,1,11723,1991
